domain_id,benchmark_commute_distance,direct_estimate,direct_ci_lower,direct_ci_upper,direct_ci_width,fh_estimate,fh_ci_lower,fh_ci_upper,fh_ci_width,spatial_fh_estimate,spatial_fh_ci_lower,spatial_fh_ci_upper,spatial_fh_ci_width
W02000095,10.637894647952855,7.706225509774652,2.763342266762672,12.649108752786631,9.88576648602396,8.383911325940645,4.4537254165700855,11.872588274295596,7.418862857725511,7.928225083143993,4.2675221381873225,11.099162809113492,6.83164067092617
W02000096,9.181429269192913,27.94197195771128,-2.877078500930672,58.761022416353235,61.63810091728391,10.123107228156064,5.039201415577351,15.524621348205773,10.485419932628423,9.420215907634983,4.1023813550185775,14.3681282099589,10.265746854940323
W02000097,14.99183491081081,9.31646109789359,4.069991290361079,14.562930905426102,10.492939615065023,9.49552709993828,5.22529213219105,13.343445366882147,8.118153234691096,9.39802859052748,5.701222195912656,13.09754878768968,7.396326591777024
W02000098,13.57670808533105,7.153599430343013,2.606179743864966,11.701019116821058,9.094839372956091,8.306431958578358,4.689499167579699,11.603458156079093,6.9139589884993935,8.757112702208513,4.859614096033637,12.49756384573953,7.637949749705893
W02000099,9.136582804777992,19.831527482378206,7.488067005848276,32.17498795890813,24.686920953059857,10.880828152732066,5.418846442456365,16.524337769191433,11.105491326735068,11.357076055204574,5.96414947273881,16.56523362858355,10.601084155844738
W02000100,15.82229245922747,19.742162643764875,3.3140995124366164,36.17022577509313,32.85612626265652,10.53460421770006,5.54282680955417,16.350829861368037,10.808003051813866,9.83852894045702,5.401136860627373,14.639825303036066,9.238688442408693
W02000101,12.8557177475182,15.039859609875617,2.97011764424329,27.109601575507945,24.139483931264657,10.691444279195276,5.6809176076217724,16.048271757452955,10.367354149831183,11.109738218490946,6.188294664600617,15.860402396178,9.672107731577382
W02000102,13.215335336054423,28.624427079019224,0.6210640803359979,56.62779007770245,56.00672599736645,10.693204121052396,4.648912609589734,16.946086095668935,12.2971734860792,10.624231023594051,5.304411022767047,15.829798972847605,10.525387950080558
W02000103,11.696737445771467,18.105184153059856,1.0607549712736493,35.149613334846066,34.08885836357241,10.770857153375756,5.7155425538988816,16.242303189942028,10.526760636043146,11.28323176867714,6.064030926669234,15.9284088477199,9.864377921050668
W02000104,8.323584247757257,15.044446030763352,8.804777600854166,21.284114460672537,12.479336859818371,11.886623838045017,7.526292411288153,17.030109160466793,9.50381674917864,12.135209894592673,8.347839209604466,15.731446782168863,7.383607572564397
